associatedsequences,barcodevalue,basisofrecord,bed,canonicalname,catalognumber,class,collectioncode,collectionid,collectionname,collector,commonname,commonnames,continent,coordinateuncertainty,country,countrycode,county,datasetid,datecollected,datemodified,dqs,earliestageorloweststage,earliesteonorlowesteonothem,earliestepochorlowestseries,earliesteraorlowesterathem,earliestperiodorlowestsystem,etag,eventdate,family,fieldnumber,flags,formation,genus,geologicalcontextid,longitude,latitude,group,hasImage,hasMedia,highertaxon,highestbiostratigraphiczone,individualcount,infraspecificepithet,institutioncode,institutionid,institutionname,kingdom,latestageorhigheststage,latesteonorhighesteonothem,latestepochorhighestseries,latesteraorhighesterathem,latestperiodorhighestsystem,lithostratigraphicterms,locality,lowestbiostratigraphiczone,maxdepth,maxelevation,mediarecords,member,mindepth,minelevation,municipality,occurrenceid,order,phylum,recordids,recordnumber,recordset,name,specificepithet,startdayofyear,stateprovince,taxonid,taxonomicstatus,taxonrank,typestatus,uuid,verbatimeventdate,verbatimlocality,version,waterbody,prov
NA,NA,preservedspecimen,NA,punctelia jeckeri,NA,lecanoromycetes,NA,30f50ddd-33f0-4dd7-b5c1-ba3466904129,NA,c. c. bratt,NA,,north america,NA,united states,usa,santa barbara,de8934f4-a136-481c-a87a-b0b202b80a31,2003-01-14,2024-07-12T19:23:08.613308+00:00,0.2898550724637681,NA,NA,NA,NA,NA,0bf37672b3920d5c16a97d23dbd1565c92dae4de,2003-01-14,parmeliaceae,NA,,NA,punctelia,NA,-120.364883,34.493433,NA,FALSE,FALSE,fungi|dikarya|ascomycota|pezizomycotina|lecanoromycetes|lecanoromycetidae|lecanorales|parmeliaceae|parmelioideae|punctelia,NA,NA,NA,sbbg,NA,NA,fungi,NA,NA,NA,NA,NA,NA,"de la cresta road, hollister ranch #48, w end of santa ynez mts",NA,NA,NA,,NA,NA,NA,NA,48ed8dbc-28a5-4f4a-b1b5-9d8f21aacc0c,lecanorales,ascomycota,,12510,17cea35c-721f-4d9b-b67f-d29250064d25,punctelia jeckeri,jeckeri,14,california,2605247,accepted,species,NA,48ed8dbc-28a5-4f4a-b1b5-9d8f21aacc0c,1/14/2003,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,syngnathus californiensis,64206,actinopterygii,ummz_fish,NA,NA,e higgins,NA,,north america,NA,united states,usa,NA,7ddf754f-d193-4cc9-b351-99906754a03b,1918-12-05,2019-07-14T00:12:18.930139+00:00,0.17391304347826086,NA,NA,NA,NA,NA,e35982ccd7d84ddd915b6472c44e193de55cf3c6,12-05-1918,syngnathidae,csfl18-131,,NA,syngnathus,NA,-120.4861111,34.4666667,NA,FALSE,FALSE,NA,NA,NA,exilis,ummz,NA,NA,animalia,NA,NA,NA,NA,NA,NA,"off point conception, 1.5 miles w by n",NA,NA,NA,,NA,NA,NA,NA,8536032d-471a-4438-8c31-46810d57fc66,syngnathiformes,chordata,,NA,459bd81e-63b9-47d2-9818-dceb6657bea0,syngnathus californiensis,californiensis,339,california,2332936,accepted,species,NA,48f010ea-0034-42c6-955a-770b355892d5,NA,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,lottia pelta,lacm 1988-131.37,gastropoda,malacology,https://scientific-collections.gbif.org/collection/fa23dcb3-d050-421f-aa56-f37975d470fe,NA,g.g. sphon et al.,NA,,north america,200,united states,usa,santa barbara co.,7ddf754f-d193-4cc9-b351-99906754a03b,1988-11-22,2024-07-12T19:40:19.461219+00:00,0.2898550724637681,NA,NA,NA,NA,NA,f58a4c76b0fc969c8db5b092dd09e4cc7ccd3f95,1988-11-22,lottiidae,NA,,NA,lottia,NA,-120.4533,34.445,NA,FALSE,FALSE,animalia | mollusca | gastropoda |  | lottiidae,NA,NA,NA,lacm,https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f,NA,animalia,NA,NA,NA,NA,NA,NA,"e. & w. sides of government pt., 1.3 mi. se of pt. conception light,",NA,NA,NA,,NA,0,NA,NA,d8895290-ec79-42e8-ada5-74b276e10691,NA,mollusca,,NA,2080cb77-b769-406f-a551-519858dd3f23,lottia pelta,pelta,327,california,2297854,accepted,species,NA,49136825-8991-4179-8d8f-9727b114ca8b,NA,NA,NA,NA,idigbio
NA,NA,fossilspecimen,NA,NA,lacmip 24123.1,gastropoda,ip,urn:uuid:3d086afe-1145-4aaf-a0c1-aab5d83a8c38,NA,d. dailey,NA,,north america,100,united states,usa,santa barbara county,NA,1958-08-09,2024-01-31T23:36:35.916565+00:00,0.5217391304347826,campanian,NA,late cretaceous,NA,cretaceous,bfc6bc2ac04b846a788cbefffd5818a28abe5bc1,1958-08,incertae sedis,NA,,jalama formation,bullamirifica,NA,-120.4,34.5,NA,FALSE,FALSE,animalia | mollusca | gastropoda | sorbeoconcha | bullamirifica,NA,NA,NA,lacm,urn:lsid:biocol.org:col:34802,NA,animalia,maastrichtian,NA,late cretaceous,NA,cretaceous,NA,jalama ranch,NA,NA,NA,,NA,NA,NA,vandenberg air force base,2f973061-2c03-4eb1-b0cd-701cc0ffeb00,sorbeoconcha,mollusca,,NA,5082e6c8-8f5b-4bf6-a930-e3e6de7bf6fb,"bullamirifica ainiktos (dailey & popenoe, 1966)",ainiktos,221,california,NA,NA,species,NA,491501ba-787c-4434-b750-bb6eb44bed9c,NA,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,pseudognaphalium biolettii,63403,magnoliopsida,NA,3818e0aa-b6a4-11e8-b408-001a64db2964,NA,ralph hoffmann,NA,,north america,1000,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,1928-09-08,2023-05-05T11:17:33.911779+00:00,0.3333333333333333,NA,NA,NA,NA,NA,86c1f6f8cbbbd49cb6aa9b507df0bf871c33a081,1928-09-08,asteraceae,NA,,NA,pseudognaphalium,NA,-120.4082,34.525,NA,FALSE,FALSE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|asteranae|asterales|asteraceae|pseudognaphalium,NA,NA,NA,sbbg,NA,NA,plantae,NA,NA,NA,NA,NA,NA,santa ynez mtns: 6 mi e of jalama,NA,NA,NA,,NA,NA,NA,NA,f95a1987-9509-460d-b7de-af91c251468d,asterales,tracheophyta,,NA,d7540872-1c53-48ac-a617-2d0739eadcbd,pseudognaphalium biolettii,biolettii,252,california,3101072,doubtful,species,NA,491e1ec7-5901-4b3f-b15d-46688b8d93cb,1928-9-8,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,NA,sbbg208955,magnoliopsida,NA,3818e0aa-b6a4-11e8-b408-001a64db2964,NA,t. l. secrest,NA,,north america,750,united states,usa,santa barbara,NA,1949-03-27,2023-05-05T11:17:33.911779+00:00,0.391304347826087,NA,NA,NA,NA,NA,958dd9c04e96a18caad0d7ca5c7ee799bcc93da1,1949-03-27,fabaceae,NA,,NA,lupinus,NA,-120.498,34.511,NA,TRUE,TRUE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|rosanae|fabales|fabaceae|lupinus,NA,NA,NA,sbbg,NA,NA,plantae,NA,NA,NA,NA,NA,NA,santa ynez mtns: jalama beach county park,NA,NA,NA,,NA,NA,NA,NA,0f4afb3a-8b5c-4fac-acda-1305727e01d3,fabales,tracheophyta,,NA,d7540872-1c53-48ac-a617-2d0739eadcbd,lupinus bicolor,bicolor,86,california,24819,NA,species,NA,49235008-1181-44eb-b536-c0143b12f164,1949-3-27,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,lonicera hispidula,69539,magnoliopsida,NA,3818e0aa-b6a4-11e8-b408-001a64db2964,NA,ralph hoffmann,NA,,north america,1000,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,1928-09-08,2023-05-05T11:17:33.911779+00:00,0.2753623188405797,NA,NA,NA,NA,NA,b18884ce5b2451b307eb363577eae770fcd81709,1928-09-08,caprifoliaceae,NA,,NA,lonicera,NA,-120.4082,34.525,NA,FALSE,FALSE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|asteranae|dipsacales|caprifoliaceae|lonicera,NA,NA,NA,sbbg,NA,NA,plantae,NA,NA,NA,NA,NA,NA,santa ynez mtns: 6 mi e of jalama,NA,NA,NA,,NA,NA,NA,NA,c12b75b9-9aad-4043-8b2f-f2bb6cceef2a,dipsacales,tracheophyta,,NA,d7540872-1c53-48ac-a617-2d0739eadcbd,lonicera hispidula,hispidula,252,california,7532185,accepted,species,NA,49256e1b-0ae7-47d9-9e7c-536fe9f42090,1928-9-8,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,sidalcea malviflora,sbbg241816,magnoliopsida,NA,3818e0aa-b6a4-11e8-b408-001a64db2964,NA,clifton f. smith,NA,,north america,1000,united states,usa,santa barbara,046bbc50-cae2-47ff-aa43-729fbf53f7c5,1973-06-20,2024-01-31T23:28:35.813889+00:00,0.34782608695652173,NA,NA,NA,NA,NA,6d2c148a06d46118c43f2604b15ae16eee2ba98f,1973-06-20,malvaceae,NA,,NA,sidalcea,NA,-120.382,34.493,NA,TRUE,TRUE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|rosanae|malvales|malvaceae|sidalcea|sidalcea malviflora,NA,NA,laciniata,sbbg,NA,NA,plantae,NA,NA,NA,NA,NA,NA,santa ynez mtns: pasture along ridge of mtns n of pt conception,NA,NA,NA,,NA,NA,NA,NA,82fbf649-ef3a-4520-8836-3a46a2577b4d,malvales,tracheophyta,,10577,d7540872-1c53-48ac-a617-2d0739eadcbd,sidalcea malviflora subsp. laciniata,malviflora,171,california,8422548,doubtful,species,NA,494002cc-422d-4333-abec-248fef594070,1973-6-20,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,engraulis mordax,54942.004,actinopterygii,fish,https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977,NA,usc ichthyoplankton coastal & harbor studies,NA,,north america,NA,united states,usa,NA,7ddf754f-d193-4cc9-b351-99906754a03b,1979-08-18,2024-07-12T19:35:10.420091+00:00,0.2463768115942029,NA,NA,NA,NA,NA,96b0fa39ec9cea78b88c1522562a7a1a0a8bf045,1979-08-18,engraulidae,NA,,NA,engraulis,NA,-120.44,34.445,NA,FALSE,FALSE,animalia | chordata |  | clupeiformes | engraulidae | engraulis,NA,NA,NA,lacm,https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f,NA,animalia,NA,NA,NA,NA,NA,NA,southern california: coho bay,NA,NA,NA,,NA,NA,NA,NA,ede96595-aeae-48ef-a1c7-5821e6870249,clupeiformes,chordata,,0158008ob,2d853a6d-50ec-4931-8e91-48fc2491fdee,"engraulis mordax girard, 1854",mordax,230,california,2414024,accepted,species,NA,494d437c-e4d4-445d-88e1-76009060b10c,NA,eastern pacific | usa | california |  | southern california: coho bay,NA,eastern pacific,idigbio
NA,NA,preservedspecimen,NA,NA,cmnhent0060074,insecta,insects,0197093b-f523-468f-8e90-6f94faa24395,NA,"perry, g.",NA,,north america,NA,united states,usa,santa barbara,NA,NA,2019-08-29T22:51:15.736786+00:00,0.2898550724637681,NA,NA,NA,NA,NA,b60fbb5b28bd80a2b73b69ef54ed2044d6b77f6a,NA,asilidae,NA,,NA,laphria,NA,-120.471,34.448,NA,FALSE,FALSE,NA,NA,1,NA,"cleveland museum of natural history, oh (clev)",NA,NA,animalia,NA,NA,NA,NA,NA,NA,"ca, santa barbara co. point conception area",NA,NA,NA,,NA,NA,NA,NA,urn:lsid:biosci.ohio-state.edu:osuc_occurrences:cmnhent0060074,diptera,arthropoda,,NA,a8d88237-2f62-4ad5-b1f7-ab13ace304df,laphria,NA,NA,california,148502,NA,NA,NA,495b679d-3a86-4eb4-b59c-7a3e99e2c099,no date,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,calliostoma annulatum,692650,gastropoda,iz,NA,NA,d. diener,NA,,north america,NA,united states,usa,santa barbara county,7ddf754f-d193-4cc9-b351-99906754a03b,1982-09-16,2023-05-26T12:43:44.895153+00:00,0.2463768115942029,NA,NA,NA,NA,NA,6f08bae479c5613ed4dd49de85f45358bbaa8e2e,9/16/1982,calliostomatidae,NA,,NA,calliostoma,NA,-120.4816667,34.4613889,NA,FALSE,FALSE,NA,NA,NA,NA,sbmnh,NA,NA,animalia,NA,NA,NA,NA,NA,NA,"santa barbara county, california, usa",NA,NA,NA,,NA,NA,NA,NA,1db1d417-6fa4-4fd6-9dfe-ce4873f14e21,vetigastropoda,mollusca,,NA,f7624647-b0d7-4753-94d0-9961186562fb,calliostoma annulatum,annulatum,259,california,2293326,accepted,species,NA,49660eac-17b2-4ff7-98ad-b6db79742b0b,9/16/1982,"platform hermosa, m/v seawatch, station ii-2",NA,NA,idigbio
NA,NA,preservedspecimen,NA,eriogonum parvifolium,obi150174,magnoliopsida,NA,3818d95b-b6a4-11e8-b408-001a64db2964,NA,j.t. arnold,NA,,north america,300,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,1965-05-16,2024-06-11T21:15:05.612026+00:00,0.3333333333333333,NA,NA,NA,NA,NA,b03a8c1bfd5c0baca198fdf159f1637ff2d6800c,1965-05-16,polygonaceae,NA,,NA,eriogonum,NA,-120.494,34.4974,NA,TRUE,TRUE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|caryophyllanae|caryophyllales|polygonaceae|eriogonum,NA,NA,NA,obi,NA,NA,plantae,NA,NA,NA,NA,NA,NA,"jalama, in sprr right of way",NA,NA,NA,,NA,NA,30,NA,5a81a18e-33db-4364-b959-2e67d204f0d2,caryophyllales,tracheophyta,,91,b667cef4-96fe-42e8-a9fa-6298aa80bb14,eriogonum parvifolium,parvifolium,136,california,2889588,accepted,species,NA,496a435a-fedb-4912-a828-ec06cdaa9da0,16-may-65,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,NA,c1011630f,lecanoromycetes,botany,http://grbio.org/institution/field-museum-natural-history-botany-department,NA,a. w. c. t. herre,NA,,north america,15000,united states,usa,santa cruz,lichen-21-dec-2022,1946-02-06,2023-01-11T04:59:54.673248+00:00,0.36231884057971014,NA,NA,NA,NA,NA,49a9f049ed2f8b6baa3191dabf5196660064a1d0,NA,ramalinaceae,NA,,NA,toninia,NA,-120.39602,34.49445,NA,TRUE,TRUE,fungi ascomycota lecanoromycetes lecanorales ramalinaceae,NA,NA,NA,f,NA,NA,fungi,NA,NA,NA,NA,NA,NA,"cojo canon, on coast 10 miles north of santa cruz",NA,NA,NA,,NA,NA,NA,NA,a8c06ef4-831c-453d-b34d-37ef425439a6,lecanorales,ascomycota,,s.n.,c481fbc6-4bd7-4c50-8537-ba1993d4eb88,toninia a. massal.,NA,37,california,NA,NA,NA,NA,497453b6-d15d-4a6a-a7f3-89e0b71e77bc,NA,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,senecio blochmaniae,sbbg243270,magnoliopsida,NA,3818e0aa-b6a4-11e8-b408-001a64db2964,NA,[unknown],NA,,north america,750,united states,usa,santa barbara,9ca92552-f23a-41a8-a140-01abaa31c931,1928-09-10,2024-05-14T21:33:21.391233+00:00,0.2753623188405797,NA,NA,NA,NA,NA,26cfb5255b71f1a8aaa2bb8394f58f394e1581e1,1928-09-10,asteraceae,NA,,NA,senecio,NA,-120.46925,34.45058,NA,TRUE,TRUE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|asteranae|asterales|asteraceae|senecio,NA,NA,NA,sbbg,NA,NA,plantae,NA,NA,NA,NA,NA,NA,point conception.,NA,NA,NA,,NA,NA,NA,NA,4386d5cd-b1d2-4233-9ec9-310afd771ae2,asterales,tracheophyta,,NA,d7540872-1c53-48ac-a617-2d0739eadcbd,senecio blochmaniae,blochmaniae,254,california,4273697,accepted,species,NA,4979edef-0f53-49e1-89b9-f3ac2e91ba1d,"september 10, 1928",NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,NA,obi161617,magnoliopsida,NA,3818d95b-b6a4-11e8-b408-001a64db2964,NA,"david keil; r. kenny, j. yost, m. ritter, and other phytojog participants",NA,,north america,NA,united states,usa,santa barbara,NA,2019-05-09,2024-01-31T23:28:24.571953+00:00,0.37681159420289856,NA,NA,NA,NA,NA,531fae2ac19ab77cb404ff48fc91ff946fb96fae,2019-05-09,apiaceae,NA,,NA,conium,NA,-120.4673311,34.46816637,NA,TRUE,TRUE,organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|asteranae|apiales|apiaceae|conium,NA,NA,NA,obi,NA,NA,plantae,NA,NA,NA,NA,NA,NA,santa ynez mountains. phytojog 2019 trip to the nature conservancy's jack and laura dangermond preserve. cojo ranch side. adjacent to cojo bay rd on south eastern side of road on hillside. 3.58 miles s on the road from cojo gate.ê,NA,NA,NA,,NA,NA,NA,NA,56a8dedd-c2c2-4dc0-86c4-335d526994ab,apiales,tracheophyta,,35761,b667cef4-96fe-42e8-a9fa-6298aa80bb14,conium maculatum,maculatum,129,california,203031,NA,species,NA,499afb4e-2d34-4804-bab3-37665362799f,09 may 2019,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,glaucopsyche lygdamus,ypm ent 741215,insecta,ent,NA,NA,carl w. kirkwood,blues and coppers; butterflies; butterflies and moths; winged insects; insects; hexapods; arthropods; animals,,north america,3036,united states,usa,santa barbara county,7ddf754f-d193-4cc9-b351-99906754a03b,1938-05-09,2022-12-07T01:18:52.358259+00:00,0.30434782608695654,NA,NA,NA,NA,NA,3228359d590538d8b2a42d74b49a965c62a2f4a6,1938-05-09,lycaenidae,NA,,NA,glaucopsyche,NA,-120.49461,34.49804,NA,FALSE,FALSE,animalia; arthropoda; hexapoda; insecta; pterygota; endopterygota; lepidoptera; ditrysia; papilionoidea; lycaenidae; polyommatinae,NA,1,NA,ypm,NA,NA,animalia,NA,NA,NA,NA,NA,NA,jalama,NA,NA,NA,,NA,NA,NA,NA,urn:uuid:11b1238d-c8d9-4e57-b518-5a563546c114,lepidoptera,arthropoda,,NA,6b5e29d3-b462-44d8-ba38-d68af5088067,glaucopsyche lygdamus,lygdamus,129,california,1924106,accepted,species,NA,49b1dda4-ac52-4182-bdc6-42b7af5ee796,NA,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,leuroglossus stilbius,55516.029,actinopterygii,fish,https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977,NA,usc ichthyoplankton coastal & harbor studies,NA,,north america,NA,united states,usa,NA,7ddf754f-d193-4cc9-b351-99906754a03b,1980-03-16,2024-07-12T19:35:10.420091+00:00,0.2753623188405797,NA,NA,NA,NA,NA,ccb6b1bc7d7be7e626156aa8c3294e9850e08fb0,1980-03-16,bathylagidae,NA,,NA,leuroglossus,NA,-120.44,34.445,NA,FALSE,FALSE,animalia | chordata |  | argentiniformes | bathylagidae | leuroglossus,NA,NA,NA,lacm,https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f,NA,animalia,NA,NA,NA,NA,NA,NA,southern california: coho bay,NA,NA,NA,,NA,NA,NA,NA,630dd82b-bb5c-41bf-a885-ab4072b4dda8,osmeriformes,chordata,,0228008ob,2d853a6d-50ec-4931-8e91-48fc2491fdee,"leuroglossus stilbius gilbert, 1890",stilbius,76,california,2410951,accepted,species,NA,49c2ba11-9d42-44f2-b4c4-4a4394017205,NA,eastern pacific | usa | california |  | southern california: coho bay,NA,eastern pacific,idigbio
NA,NA,preservedspecimen,NA,strongylocentrotus purpuratus,46686,echinoidea,iz,NA,NA,gale sphon,NA,,north america,NA,united states,usa,santa barbara county,7ddf754f-d193-4cc9-b351-99906754a03b,1966-11-02,2022-02-25T04:40:01.784148+00:00,0.21739130434782608,NA,NA,NA,NA,NA,28b5b61c999ed26b06d38fb24f5417c867b6b35c,11/2/1966,strongylocentrotidae,NA,,NA,strongylocentrotus,NA,-120.4716667,34.4483333,NA,FALSE,FALSE,NA,NA,NA,NA,sbmnh,NA,NA,animalia,NA,NA,NA,NA,NA,NA,"santa barbara county, california, usa",NA,NA,NA,,NA,NA,NA,NA,5b0bd9f4-866f-486f-be35-2a0365017ed3,camarodonta,echinodermata,,NA,f7624647-b0d7-4753-94d0-9961186562fb,strongylocentrotus purpuratus,purpuratus,306,california,2278852,accepted,species,NA,49d61044-4249-442b-80b7-aed5cc9bfd10,11/2/1966,point conception,NA,NA,idigbio
NA,NA,preservedspecimen,NA,rana aurora,181235,amphibia,herp,http://grscicoll.org/institutional-collection/herpetology-0,NA,j.f. copp and j.a. kelly,NA,,north america,1956.97,united states,usa,santa barbara co.,7ddf754f-d193-4cc9-b351-99906754a03b,1960-12-01,2024-02-01T18:28:25.916246+00:00,0.34782608695652173,NA,NA,NA,NA,NA,9352fae1bfe837e46edefb5e45379de437de29d2,NA,ranidae,NA,,NA,rana,NA,-120.40919366144011,34.565540589952356,NA,FALSE,FALSE,animalia; chordata; amphibia; anura; ranidae,NA,NA,draytonii,cas,http://grbio.org/institution/california-academy-sciences,NA,animalia,NA,NA,NA,NA,NA,NA,"jalama rd, 0.8-3.0 rd mi s of jct california hwy 1 and jalama rd",NA,NA,NA,,NA,NA,NA,NA,urn:catalog:cas:herp:181235,anura,chordata,,jfc-60-150,51b958bb-9d5f-48d7-9a97-e372c0c747c3,rana aurora draytonii,aurora,336,california,2426808,accepted,species,NA,49ed32fa-c606-487b-b6a0-ccee8af5f8e3,1 dec 1960,"santa barbara co., jalama rd., bet. 0.8 and 3.0 rd. mi. s. of junct. calif. hwy. 1 and jalama rd.",NA,NA,idigbio
NA,NA,fossilspecimen,NA,leptosolen angustus,lacmip 24111.47,bivalvia,ip,urn:uuid:3d086afe-1145-4aaf-a0c1-aab5d83a8c38,NA,d. dailey,NA,,north america,100,united states,usa,santa barbara county,6cfd67d6-4f9b-400b-8549-1933ac27936f,1958-08-01,2024-01-31T23:36:35.916565+00:00,0.4057971014492754,late campanian,NA,late cretaceous,NA,cretaceous,a5ea9b4a778c099c3b4ff9c4463a53ea6f7fb411,1958-08-01,iridinidae,NA,,jalama formation,leptosolen,NA,-120.4,34.5,NA,TRUE,TRUE,animalia | mollusca | bivalvia | adapedonta | pharidae,NA,NA,NA,lacm,urn:lsid:biocol.org:col:34802,NA,animalia,late campanian,NA,late cretaceous,NA,cretaceous,NA,jalama ranch,NA,NA,NA,,NA,NA,NA,vandenberg air force base,50565283-a9a6-4102-bafa-e629d2fc9f53,unionoida,mollusca,,NA,5082e6c8-8f5b-4bf6-a930-e3e6de7bf6fb,leptosolen sp.,angustus,213,california,9136448,accepted,species,NA,49f268e0-fba7-40b9-95ce-dd141241b237,NA,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,peromyscus maniculatus,1694,mammalia,os,NA,NA,NA,NA,,north america,NA,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,1976-10-31,2015-02-21T09:38:03.257000+00:00,0.2608695652173913,NA,NA,NA,NA,NA,649d61341565f82045ff8f3330cf941dd094c600,1976-10-31,cricetidae,NA,,NA,peromyscus,NA,-120.415,34.4530556,NA,FALSE,FALSE,animalia:chordata:mammalia:rodentia:cricetidae:peromyscus,NA,1,NA,sbmnh,urn:lsid:biocol.org:col:34834,NA,animalia,NA,NA,NA,NA,NA,NA,canada del cojo,NA,NA,NA,,NA,NA,NA,NA,urn:catalog:sbmnh:os:1694,rodentia,chordata,,NA,9d8ced48-62c5-4ce0-99e7-a03550c674c0,peromyscus maniculatus,maniculatus,305,california,2437967,accepted,species,NA,49f48663-2258-41b4-a338-5e999a601d3e,NA,north america; united states; california; santa barbara county; ; ; ;,NA,NA,idigbio
NA,NA,preservedspecimen,NA,citharichthys stigmaeus,4947.000,actinopterygii,fish,https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977,NA,e.a. best,NA,,north america,3000,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,1963-03-20,2024-07-12T19:35:10.420091+00:00,0.2898550724637681,NA,NA,NA,NA,NA,8fc2553600372c61550ee764fa84eb7838357081,1963-03-20,paralichthyidae,NA,,NA,citharichthys,NA,-120.473701,34.445791,NA,FALSE,FALSE,animalia | chordata |  | pleuronectiformes | paralichthyidae | citharichthys,NA,59,NA,lacm,https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f,NA,animalia,NA,NA,NA,NA,NA,NA,off pt. conception,NA,NA,NA,,NA,NA,NA,NA,cc2d7e61-4245-40b0-ab75-ee3d96c3c5b2,pleuronectiformes,chordata,,w63-234,2d853a6d-50ec-4931-8e91-48fc2491fdee,"citharichthys stigmaeus jordan & gilbert, 1882",stigmaeus,79,california,2408737,accepted,species,NA,49f5ac9c-6199-47d6-ba69-97687ec56f15,NA,eastern pacific | usa | california | santa barbara | off pt. conception,NA,eastern pacific,idigbio
NA,NA,preservedspecimen,NA,NA,0023512,lecanoromycetes,NA,8f07e9fb-8d26-49c1-8ce4-de648c7e7c0a,NA,theodore l. esslinger,NA,,north america,NA,united states,usa,santa barbara,NA,1996-12-29,2015-09-30T14:33:12.072129+00:00,0.34782608695652173,NA,NA,NA,NA,NA,9d8c475436dacd447b470d12c46c15544846d531,1996-12-29,ramalinaceae,NA,,NA,ramalina,NA,-120.365,34.493333,NA,TRUE,TRUE,NA,NA,NA,NA,tle,NA,NA,fungi,NA,NA,NA,NA,NA,NA,"hollister ranch, parcel 47, w end of the santa ynez mountain range, near top of the mountains",NA,NA,500,,NA,NA,400,NA,1565307,lecanorales,ascomycota,,15256,dfd53a42-8f63-4040-93a5-3f1347ce7686,ramalina,NA,364,california,NA,NA,NA,NA,4a02de80-fd46-42a3-909c-cc1c7fe210c7,NA,NA,NA,NA,idigbio
NA,NA,preservedspecimen,NA,sialis,caslot059353,insecta,casent,http://grscicoll.org/institutional-collection/entomology,NA,larry e. serpa,NA,,north america,NA,united states,usa,santa barbara,7ddf754f-d193-4cc9-b351-99906754a03b,2019-06-03,2024-07-12T19:12:33.994880+00:00,0.21739130434782608,NA,NA,NA,NA,NA,804d392aca642b5f4348988b230a3942e1ccd16d,2019-06-03,sialidae,25582,,NA,sialis,NA,-120.4539722,34.51308333,NA,FALSE,FALSE,NA,NA,1,NA,casc,http://grbio.org/institution/california-academy-sciences,NA,animalia,NA,NA,NA,NA,NA,NA,jalama creek,NA,NA,NA,,NA,NA,NA,NA,urn:catalog:cas:ent:caslot059353,megaloptera,arthropoda,,NA,87c45c90-ba1d-409e-a9d7-9baf5a5cbb1c,sialis,NA,154,california,1730333,accepted,genus,NA,4a0f8e94-2bac-499b-805f-94342d6c0560,6/3/19,NA,NA,NA,idigbio
